상품번호,상품명(필수),상품분류(필수),상품코드,원산지,제조사,브랜드번호,과세/비과세,배송정책,적립금정책,유사검색어,가격대체문구,짧은설명,상품설명,메인이미지,리스트이미지,상세이미지,확대이미지,관리 메모,출시일,상품출력여부,품절상품,재고량연동,옵션출력방식,가격/재고 옵션명,가격/재고 옵션목록,추가상품제목,추가상품목록,상품추가정보 제목,상품추가정보1,상품추가정보2,상품추가정보3,상품추가정보4,상품추가정보5,상품추가정보6,관련상품방식,관련상품번호,상품필수정보,모델명,상품상태,공급가격,입력옵션제목,입력옵션목록,회원 적립금혜택 제외,회원 할인혜택 제외,제조일자,유효일자시작,유효일자끝,이벤트문구,모바일 전용 이미지 사용여부,모바일 메인 이미지,모바일 리스트 이미지,모바일 상세 이미지,모바일 확대 이미지,모바일 메인에 사용될 PC 이미지,모바일 리스트 사용될 PC 이미지,모바일 상세 사용될 PC 이미지,모바일 확대 사용될 PC 이미지,수입 및 제작 여부,판매방식 구분,주 이용 고객층,성별,상품속성,검색태그,네이버 카테고리,가격비교 페이지 ID,네이버쇼핑 노출 설정,상품별 배송비,페이스북 광고 사용 설정,페이스북 광고 제품 피드 이미지,도서공연비 소득공제 상품 여부,다음 쇼핑하우 노출 설정
goodsno,goodsnm,goodscate,goodscd,origin,maker,brandno,tax,delivery_type,use_emoney,keyword,strprice,shortdesc,longdesc,img_i,img_s,img_m,img_l,memo,launchdt,open,runout,usestock,opttype,optnm,opts,addoptnm,addopts,ex_title,ex1,ex2,ex3,ex4,ex5,ex6,relationis,relation,extra_info,model_name,goods_status,provider_price,inputable_addoptnm,inputable_addopts,exclude_member_reserve,exclude_member_discount,manufacture_date,effective_date_start,effective_date_end,naver_event,use_mobile_img,img_w,img_x,img_y,img_z,img_pc_w,img_pc_x,img_pc_y,img_pc_z,naver_import_flag,naver_product_flag,naver_age_group,naver_gender,naver_attribute,naver_search_tag,naver_category,naver_product_id,naver_shopping_yn,goods_delivery,use_facebook,img_facebook,culture_benefit,daum_shopping_yn
76422,조화 칼리오페 제라륨 제라늄 부쉬 레드 48cm 6개 세트 고급조화 예쁜조화 연출 장식 조화꽃,022|022060036|022060,,,mdeco.co.kr(e),0,1,0,0,,,,"<p></p><center><b>▒ 제품 설명</b><br>6개 세트로 배송 되는 제품 입니다.<br><br> <br><br><br><br><br><br> <b>▒ 제품 사이즈</b><br> 길이 : 48cm 가량<br> 가로 폭 : 30cm 가량</center><center><br></center><center> 연출하시는 방법에 따라 크기의 변동폭이 크답니다.<br> 참고하셔서 주문 주세요.<br> 보통 가로 사이즈는 바닥에 놓은 상태에서<br> 측정하고 있습니다.<br> <br> <br> <br> <br> <br> <br> <img src=""https://img.mdeco.kr/2024-08-02/20240814-221.jpg""><br> <img src=""https://img.mdeco.kr/2024-08-02/20240814-222.jpg""><br> <img src=""https://img.mdeco.kr/2024-08-02/20240814-223.jpg""><br> <img src=""https://img.mdeco.kr/2024-08-02/20240814-224.jpg""><br> <img src=""https://img.mdeco.kr/2024-08-02/20240814-225.jpg""><br> <img src=""https://img.mdeco.kr/2024-08-02/20240814-320.jpg""><br> <img src=""https://img.mdeco.kr/2024-08-02/20240814-321.jpg""><br> <img src=""https://img.mdeco.kr/2024-08-02/20240814-322.jpg""><br> <img src=""https://img.mdeco.kr/2024-08-02/20240814-341.jpg""><br> <img src=""https://img.mdeco.kr/2024-08-02/20240814-342.jpg""><br> <br><img src=""https://img.mdeco.kr/0-thereals/jeranyoom.jpg""> <img src=""https://img.mdeco.kr/1-8image/all.jpg""><br></center><p></p>",1723622380612i0.jpg,1723622380877s0.jpg,1723622380772m0.jpg,1723622380265l0.jpg,,0000-00-00,1,0,,single,,^^132000^150000^0^0^1480^0,^,,,,,,,,,1,,,ER-0001(6/48),N,0,,,,,0000-00-00,0000-00-00,0000-00-00,,0,,,,,img_i,img_s,img_m,img_l,0,0,0,0,,,,,Y,0,0,,N,Y
74491,조화 제라늄 꽃 제라륨 조화꽃 넝쿨 바인 104cm 조화넝쿨 식물 덩쿨 담쟁이넝쿨 플랜테리어 연출 소재,022062007|022060|022062|022060036|022,,,mdeco.co.kr(m),0,1,0,0,,,,"<b>▒ 제품 설명</b><br> 낱개 주문시 27,200원<br>12개 세트 주문시 264,000원<br> <br> <br> <br> <br> <br> <br> <br> <b>▒ 제품 사이즈</b><br> 길이 : 104cm 가량<br> 가로 폭 : 38cm 가량<div><br> 연출하시는 방법에 따라 크기의 변동폭이 크답니다.<br> 참고하셔서 주문주세요.<br> (보통 가로 사이즈는 바닥에 놓은 상태에서 측정하고 있답니다.)<br> <br> <br> <br> <br> <br> <br> <br> <img src=""http://img.mdeco.kr/1-8image/m-fower.jpg""><br> <br> <img src=""https://img.mdeco.kr/2024-01-03/20240110-171.jpg""><br> <img src=""https://img.mdeco.kr/2024-01-03/20240110-172.jpg""><br> <img src=""https://img.mdeco.kr/2024-01-03/20240110-173.jpg""><br> <img src=""https://img.mdeco.kr/2024-01-03/20240110-310.jpg""><br> <img src=""https://img.mdeco.kr/2024-01-03/20240110-311.jpg""><br> <img src=""https://img.mdeco.kr/2024-01-03/20240110-312.jpg""><br> <img src=""https://img.mdeco.kr/2024-01-03/20240110-355.jpg""><br> <br><img src=""https://img.mdeco.kr/0-thereals/jeranyoom.jpg""> <img src=""https://img.mdeco.kr/1-8image/all.jpg""><br></div>",1704870946201i0.jpg,1704870946991s0.jpg,1704870946678m0.jpg,1704870946956l0.jpg,,0000-00-00,1,0,,single,수량,낱개 주문 시^^27200^34000^0^0^1480^0|12개 세트 (박스) 주문 시^^264000^34000^0^0^1480^0,^,,,,,,,,,1,,,24FMNA604763.LL/LT(12/72),N,0,,,,,0000-00-00,0000-00-00,0000-00-00,,0,,,,,img_i,img_s,img_m,img_l,0,0,0,0,,,,,Y,0,0,,N,Y
72979,조화 제라륨 제라늄 넝쿨 바인 80cm 6개 세트 인조 식물 담쟁이 덩쿨 덩굴 실내 벽면 녹화,022|022060|022060036|022062|022062007,,,mdeco.co.kr(ws.zz),0,1,0,0,,,,"<p><b>▒ 제품 설명</b><br>6개 세트로 배송되는 제품 입니다.<br> <br> <br> <br> <br> <br> <br> <b>▒ 제품 사이즈</b><br> 길이 : 80cm 가량<br> 가로폭 : 33cm 가량<br> 연출하시는 방법에 따라 크기의 변동폭이 크답니다.<br> 참고하셔서 주문주세요.<br> (보통 가로 사이즈는 바닥에 놓은 상태에서 측정하고 있답니다.)<br> <br> <br> <br> <br> <br> <img src=""https://img.mdeco.kr/1-8image/1-ws.jpg""><br> <br> <img src=""https://img.mdeco.kr/2023-07-04/20230718-451.jpg""><br> <img src=""https://img.mdeco.kr/2023-07-04/20230718-452.jpg""><br> <img src=""https://img.mdeco.kr/2023-07-04/20230718-453.jpg""><br> <img src=""https://img.mdeco.kr/2023-07-04/20230718-454.jpg""><br> <img src=""https://img.mdeco.kr/2023-07-04/20230718-108.jpg""><br> <img src=""https://img.mdeco.kr/2023-07-04/20230718-109.jpg""><br> <img src=""https://img.mdeco.kr/2023-07-04/20230718-110.jpg""><br> <img src=""https://img.mdeco.kr/2023-07-04/20230718-111.jpg""><br> <img src=""https://img.mdeco.kr/2023-07-04/20230718-210.jpg""><br> <br><img src=""https://img.mdeco.kr/0-thereals/jeranyoom.jpg""><br> <img src=""https://img.mdeco.kr/1-8image/all.jpg""><br></p>",1689654045529i0.jpg,1689654045418s0.jpg,1689654045873m0.jpg,1689654045765l0.jpg,,0000-00-00,1,0,,single,,^^36000^0^0^0^1480^0,^,,,,,,,,,1,,,WB-00084(6/48),N,0,,,,,0000-00-00,0000-00-00,0000-00-00,,0,,,,,img_i,img_s,img_m,img_l,0,0,0,0,,,,,Y,0,0,,N,Y
71387,조화 제라늄 잎 부쉬 44cm 24개 세트 인조 식물 벽면녹화 조화소재 플랜테리어,022060|022|022060036,,,mdeco.co.kr(sd),0,1,0,0,,,,"<p><b>▒ 제품 설명</b><br> 24개 세트로 배송되는 제품입니다.&#160;<br> <br> <br> <br> <br> <br> <b>▒ 제품 사이즈</b><br> 길이 : 44cm 가량<br> 가로폭 : 30cm 가량<br> 연출하시는 방법에 따라 크기의 변동폭이 크답니다.<br> 참고하셔서 주문주세요.<br> (보통 가로 사이즈는 바닥에 놓은 상태에서 측정하고 있답니다.)<br> <br> <br> <br> <br> <br> <br> <img src=""https://img.mdeco.kr/2022-10-05/20221006-137.jpg""><br> <img src=""https://img.mdeco.kr/2022-10-05/20221006-138.jpg""><br> <img src=""https://img.mdeco.kr/2022-10-05/20221006-139.jpg""><br> <img src=""https://img.mdeco.kr/2022-10-05/20221006-140.jpg""><br> <img src=""https://img.mdeco.kr/2022-10-05/20221006-071.jpg""><br> <img src=""https://img.mdeco.kr/2022-10-05/20221006-072.jpg""><br> <img src=""https://img.mdeco.kr/2022-10-05/20221006-115.jpg""><br> <img src=""https://img.mdeco.kr/2022-10-05/20221006-116.jpg""><br> <br><br><img src=""https://img.mdeco.kr/0-thereals/jeranyoom.jpg""><br> <img src=""https://img.mdeco.kr/1-8image/all.jpg""><br></p>",1665022456178i0.jpg,166502245611s0.jpg,166502245625m0.jpg,1665022456907l0.jpg,,0000-00-00,1,0,,single,,^^115200^0^0^0^1480^0,^,,,,,,,,,1,,,DZ-XR004,N,0,,,,,0000-00-00,0000-00-00,0000-00-00,,0,,,,,img_i,img_s,img_m,img_l,0,0,0,0,,,,,Y,0,0,,N,Y
69734,조화 아마릴리스 꽃 히피아스트럼 조화꽃 가지 73cm 5색 택1 인조 꽃장식 고급조화 예쁜조화,022060036|022060|022,,,mdeco.co.kr(m),0,1,0,0,,,,"<b>▒ 제품 설명</b><br> 5가지 색상 입니다.<br> 주문 시 색상을 선택하여 주세요.<br> <br> 낱개 주문시 15,000원<br>12개 세트 주문시 141,600원<br> <br> <br> <br> <br> <br> <br> <br> <b>▒ 제품 사이즈</b><br> 길이 : 73cm 가량<br> 가로폭 : 23cm 가량<br> 연출하시는 방법에 따라 크기의 변동폭이 크답니다.<br> 참고하셔서 주문주세요.<br> (보통 가로 사이즈는 바닥에 놓은 상태에서 측정하고 있답니다.)<br> <br> <br> <br> <br> <br> <br> <br> <img src=""http://img.mdeco.kr/1-8image/m-fower.jpg""><br> <br> <img src=""https://img.mdeco.kr/2022-02-05/20220215-120.jpg""><br> <img src=""https://img.mdeco.kr/2022-02-05/20220215-122.jpg""><br> <img src=""https://img.mdeco.kr/2022-02-05/20220215-121.jpg""><br> <img src=""https://img.mdeco.kr/2022-02-05/20220215-123.jpg""><br> <img src=""https://img.mdeco.kr/2022-02-05/20220215-124.jpg""><br> <img src=""https://img.mdeco.kr/2022-02-05/20220215-125.jpg""><br> <img src=""https://img.mdeco.kr/2022-02-05/20220215-126.jpg""><br> <img src=""https://img.mdeco.kr/2022-02-05/20220215-127.jpg""><br> <img src=""https://img.mdeco.kr/2022-02-05/20220215-128.jpg""><br> <img src=""https://img.mdeco.kr/2022-02-05/20220215-129.jpg""><br> <img src=""https://img.mdeco.kr/2022-02-05/20220215-130.jpg""><br> <img src=""https://img.mdeco.kr/2022-02-05/20220215-131.jpg""><br> <img src=""https://img.mdeco.kr/2022-02-05/20220215-132.jpg""><br> <img src=""https://img.mdeco.kr/2022-02-05/20220215-133.jpg""><br> <img src=""https://img.mdeco.kr/2022-02-05/20220215-134.jpg""><br> <img src=""https://img.mdeco.kr/2022-02-05/20220215-135.jpg""><br> <img src=""https://img.mdeco.kr/2022-02-05/20220215-136.jpg""><br> <img src=""https://img.mdeco.kr/2022-02-05/20220215-137.jpg""><br> <img src=""https://img.mdeco.kr/2022-02-05/20220215-138.jpg""><br> <img src=""https://img.mdeco.kr/2022-02-05/20220215-139.jpg""><br> <img src=""https://img.mdeco.kr/2022-02-05/20220215-261.jpg""><br> <img src=""https://img.mdeco.kr/2022-02-05/20220215-262.jpg""><br> <img src=""https://img.mdeco.kr/2022-02-05/20220215-263.jpg""><br> <img src=""https://img.mdeco.kr/2022-02-05/20220215-264.jpg""><br> <img src=""https://img.mdeco.kr/2022-02-05/20220215-265.jpg""><br> <img src=""https://img.mdeco.kr/2022-02-05/20220215-266.jpg""><br> <img src=""https://img.mdeco.kr/2022-02-05/20220215-303.jpg""><br> <br><img src=""https://img.mdeco.kr/0-thereals/amalilis.jpg""><br> <img src=""https://img.mdeco.kr/1-8image/all.jpg""><br>",1644912915768i0.jpg,1644912915825s0.jpg,1644912915295m0.jpg,1644912915393l0.jpg,,0000-00-00,1,0,,double,색상(Color),레드^^15000^18700^0^0^1480^0|크림^^15000^18700^0^0^1480^0|오렌지^^15000^18700^0^0^1480^0|핑크^^15000^18700^0^0^1480^0|퍼플^^15000^18700^0^0^1480^0,수량^o,수량^낱개 주문 시^0|수량^12개 세트(박스) 주문 시^126600,,,,,,,,1,,,22FMFS290419.YR/OY(12/72),N,0,,,,,0000-00-00,0000-00-00,0000-00-00,,0,,,,,img_i,img_s,img_m,img_l,0,0,0,0,,,,,Y,0,0,,N,Y
64217,조화 제라늄 제라륨 조화잎 부쉬 42cm 24개 세트 인조 꽃장식 연출 고급 식물 꽃 조화꽃,002001020|022|002001|002|022060036|022060,,,mdeco.co.kr(L),0,1,0,0,,,,"<b>▒ 제품 설명</b><br>24개 세트로 배송되는 제품 입니다.<br> <br> <br> <br> <br> <br> <b>▒ 제품 사이즈</b><br> 길이 : 42cm 가량<br> 가로폭 : 24cm 가량<br> 연출하시는 방법에 따라 크기의 변동폭이 크답니다. 참고하셔서 주문주세요.<br> (보통 가로 사이즈는 바닥에 놓은 상태에서 측정하고 있답니다.)<br> <br> <br> <br> <br> <br> <img src=""https://img.mdeco.kr/1-8image/1-2.jpg""><br> <br> <img src=""https://img.mdeco.kr/2022-10-01/20220930-080.jpg""><br> <img src=""https://img.mdeco.kr/2022-10-01/20220930-081.jpg""><br> <img src=""https://img.mdeco.kr/2022-10-01/20220930-082.jpg""><br> <img src=""https://img.mdeco.kr/2022-10-01/20220930-083.jpg""><br> <img src=""https://img.mdeco.kr/2022-10-01/20220930-084.jpg""><br> <img src=""https://img.mdeco.kr/2020-04-04/20200409-083.jpg""><br> <img src=""https://img.mdeco.kr/2020-04-04/20200409-084.jpg""><br> <img src=""https://img.mdeco.kr/2020-04-04/20200409-085.jpg""><br> <img src=""https://img.mdeco.kr/2020-04-04/20200409-086.jpg""><br> <img src=""https://img.mdeco.kr/2020-04-04/20200409-087.jpg""><br> <img src=""https://img.mdeco.kr/2020-04-04/20200409-088.jpg""><br> <img src=""https://img.mdeco.kr/2020-04-04/20200409-232.jpg""><br> <img src=""https://img.mdeco.kr/2020-04-04/20200409-233.jpg""><br> <img src=""https://img.mdeco.kr/2022-10-02/20221004-028.jpg""><br> <img src=""https://img.mdeco.kr/2022-10-02/20221004-029.jpg""><br> <img src=""https://img.mdeco.kr/2022-10-02/20221004-148.jpg""><br> <img src=""https://img.mdeco.kr/2022-10-02/20221004-149.jpg""><br> <img src=""https://img.mdeco.kr/2020-04-04/20200409-312.jpg""><br> <img src=""https://img.mdeco.kr/2020-04-04/20200409-313.jpg""><br> <br> <img src=""https://img.mdeco.kr/0-thereals/geranium.jpg""><br> <img src=""https://img.mdeco.kr/1-8image/all.jpg""><br>",1664851721528i0.jpg,1664851721333s0.jpg,166485172178m0.jpg,1664851721907l0.jpg,,0000-00-00,1,0,,single,,^^96000^0^0^0^14800^0,^,,,,,,,,,1,,,OTC-2099,N,0,,,,,0000-00-00,0000-00-00,0000-00-00,,0,,,,,img_i,img_s,img_m,img_l,0,0,0,0,,,,,Y,0,0,,N,Y
63612,조화 제라늄 꽃 베고니아 렉스 조화꽃 부쉬 47cm 3색 택1 인조 꽃장식 연출 고급조화 예쁜조화,022|022060|022060036,,,mdeco.co.kr(m),0,1,0,0,,,,"<b>▒ 제품 설명</b><br> 3가지 색상 입니다.<br> 주문 시 색상을 선택하여 주세요.<br> <br> 낱개 1개씩 주문시 개당 8,800원<br>12개 세트로 주문시 84,000원<br> <br> <br> <br> <br> <br> <b>▒ 제품 사이즈</b><br> 길이 : 47cm 가량<br> 가로폭 : 23cm 가량<br> 연출하시는 방법에 따라 크기의 변동폭이 크답니다. 참고하셔서 주문주세요.<br> (보통 가로 사이즈는 바닥에 놓은 상태에서 측정하고 있답니다.)<br> <br> <br> <br> <br> <br> <img src=""https://img.mdeco.kr/1-8image/m-fower.jpg""><br> <br> <img src=""https://img.mdeco.kr/2020-01-06/20200203-189.jpg""><br> <img src=""https://img.mdeco.kr/2020-01-06/20200203-187.jpg""><br> <img src=""https://img.mdeco.kr/2020-01-06/20200203-188.jpg""><br> <img src=""https://img.mdeco.kr/2020-01-06/20200203-190.jpg""><br> <img src=""https://img.mdeco.kr/2020-01-06/20200203-191.jpg""><br> <img src=""https://img.mdeco.kr/2020-01-06/20200203-192.jpg""><br> <img src=""https://img.mdeco.kr/2020-01-06/20200203-193.jpg""><br> <img src=""https://img.mdeco.kr/2020-01-06/20200203-194.jpg""><br> <img src=""https://img.mdeco.kr/2020-01-06/20200203-195.jpg""><br> <img src=""https://img.mdeco.kr/2020-01-06/20200203-196.jpg""><br> <img src=""https://img.mdeco.kr/2020-01-06/20200203-197.jpg""><br> <img src=""https://img.mdeco.kr/2020-01-06/20200203-198.jpg""><br> <img src=""https://img.mdeco.kr/2020-01-06/20200203-342.jpg""><br> <img src=""https://img.mdeco.kr/2020-01-06/20200203-343.jpg""><br> <img src=""https://img.mdeco.kr/2020-01-06/20200203-344.jpg""><br> <img src=""https://img.mdeco.kr/2020-01-06/20200203-345.jpg""><br> <img src=""https://img.mdeco.kr/2020-01-06/20200203-346.jpg""><br> <img src=""https://img.mdeco.kr/2020-01-06/20200203-347.jpg""><br> <img src=""https://img.mdeco.kr/2020-01-06/20200203-279.jpg""><br> <img src=""https://img.mdeco.kr/2020-01-06/20200203-280.jpg""><br> <br><br><img src=""https://img.mdeco.kr/0-thereals/jeranyoom.jpg""><br> <img src=""https://img.mdeco.kr/1-8image/all.jpg""><br>",158071032288i0.jpg,1580710322492s0.jpg,1580710322918m0.jpg,1580710322295l0.jpg,,0000-00-00,1,0,,single,,^^8800^11000^0^0^14800^0,색상(Color)^o|수량^o,색상(Color)^레드^0|색상(Color)^DK핑크^0|색상(Color)^LT핑크^0|수량^낱개 주문 시^0|수량^12개 세트(박스) 주문 시^75200,,,,,,,,1,,,20FMNA600068.CY/Y(12/96),N,0,,,,,0000-00-00,0000-00-00,0000-00-00,,0,,,,,img_i,img_s,img_m,img_l,0,0,0,0,,,,,Y,0,0,,N,Y
63560,조화 플라워 제라늄 꽃 제라륨 조화꽃 부쉬 레드 47cm 12개 세트 인조 꽃장식 연출 고급조화 예쁜조화,022|022060|022060036,,,mdeco.co.kr(e),0,1,0,0,,,,"<b>▒ 제품 설명</b><br>12개 세트로 배송되는 제품 입니다.<br> <br> <br> <br> <br> <b>▒ 제품 사이즈</b><br> 길이 : 47cm 가량<br> 가로폭 : 24cm 가량<br> 연출하시는 방법에 따라 크기의 변동폭이 크답니다. 참고하셔서 주문주세요.<br> (보통 가로 사이즈는 바닥에 놓은 상태에서 측정하고 있답니다.)<br> <br> <br> <br> <br> <img src=""https://img.mdeco.kr/1-8image/2-e.jpg""><br> <br> <img src=""https://img.mdeco.kr/2020-01-05/20200131-007.jpg""><br> <img src=""https://img.mdeco.kr/2020-01-05/20200131-008.jpg""><br> <img src=""https://img.mdeco.kr/2020-01-05/20200131-009.jpg""><br> <img src=""https://img.mdeco.kr/2020-01-05/20200131-010.jpg""><br> <img src=""https://img.mdeco.kr/2020-01-05/20200131-011.jpg""><br> <img src=""https://img.mdeco.kr/2020-01-05/20200131-012.jpg""><br> <img src=""https://img.mdeco.kr/2020-01-05/20200131-392.jpg""><br> <img src=""https://img.mdeco.kr/2020-01-05/20200131-393.jpg""><br> <img src=""https://img.mdeco.kr/2020-01-05/20200131-394.jpg""><br> <img src=""https://img.mdeco.kr/2020-01-05/20200131-531.jpg""><br> <img src=""https://img.mdeco.kr/2020-01-05/20200131-532.jpg""><br> <br><br><img src=""https://img.mdeco.kr/0-thereals/jeranyoom.jpg""><br> <img src=""https://img.mdeco.kr/1-8image/all.jpg""><br>",1580455647666i0.jpg,1580455647352s0.jpg,1580455647412m0.jpg,1580455647772l0.jpg,,0000-00-00,1,0,,single,,^^119000^120000^0^0^14800^0,^,,,,,,,,,1,,,3490,N,0,,,,,0000-00-00,0000-00-00,0000-00-00,,0,,,,,img_i,img_s,img_m,img_l,0,0,0,0,,,,,Y,0,0,,N,Y
62477,조화 플라워 제라늄 꽃 제라륨 조화꽃 부쉬 40cm 6색 택1 각12개 세트 인조 꽃장식 연출 고급조화 예쁜조화,022|022060|022060036,,,mdeco.co.kr(e),0,1,0,0,,,,"<b>▒ 제품 설명</b><br>6가지 색상입니다.<br> 주문시 색상을 선택하여 주세요.<br> 각 색상별 12개 세트로 배송되는 제품 입니다.<br> <br> <br> <br> <br> <b>▒ 제품 사이즈</b><br> 길이 : 40cm 가량<br> 가로폭 : 26cm 가량<br> 연출하시는 방법에 따라 크기의 변동폭이 크답니다. 참고하셔서 주문주세요.<br> (보통 가로 사이즈는 바닥에 놓은 상태에서 측정하고 있답니다.)<br> <img src=""https://img.mdeco.kr/1-8image/2-e.jpg"" style=""font-size: 13px; font-variant-numeric: normal; font-variant-east-asian: normal; border: medium none currentcolor; color: rgb(102, 102, 102); letter-spacing: -0.24px; vertical-align: middle;""><br> <br> <br> <br> <img src=""https://img.mdeco.kr/1-8image/e-flower.jpg""><br> <br> <img src=""https://img.mdeco.kr/2019-10-01/20191005-393.jpg""><br> <img src=""https://img.mdeco.kr/2019-10-01/20191005-391.jpg""><br> <img src=""https://img.mdeco.kr/2019-10-01/20191005-392.jpg""><br> <img src=""https://img.mdeco.kr/2019-10-01/20191005-394.jpg""><br> <img src=""https://img.mdeco.kr/2019-10-01/20191005-395.jpg""><br> <img src=""https://img.mdeco.kr/2019-10-01/20191005-396.jpg""><br> <img src=""https://img.mdeco.kr/2019-10-01/20191005-397.jpg""><br> <img src=""https://img.mdeco.kr/2019-10-01/20191005-398.jpg""><br> <img src=""https://img.mdeco.kr/2019-10-01/20191005-399.jpg""><br> <img src=""https://img.mdeco.kr/2019-10-01/20191005-400.jpg""><br> <img src=""https://img.mdeco.kr/2019-10-01/20191005-401.jpg""><br> <img src=""https://img.mdeco.kr/2019-10-01/20191005-402.jpg""><br> <img src=""https://img.mdeco.kr/2019-10-01/20191005-403.jpg""><br> <img src=""https://img.mdeco.kr/2019-10-01/20191005-404.jpg""><br> <img src=""https://img.mdeco.kr/2019-10-01/20191005-405.jpg""><br> <img src=""https://img.mdeco.kr/2019-10-01/20191005-406.jpg""><br> <img src=""https://img.mdeco.kr/2019-10-01/20191005-407.jpg""><br> <img src=""https://img.mdeco.kr/2019-10-01/20191005-408.jpg""><br> <img src=""https://img.mdeco.kr/2019-10-01/20191005-097.jpg""><br> <img src=""https://img.mdeco.kr/2019-10-01/20191005-095.jpg""><br> <img src=""https://img.mdeco.kr/2019-10-01/20191005-096.jpg""><br> <img src=""https://img.mdeco.kr/2019-10-01/20191005-098.jpg""><br> <img src=""https://img.mdeco.kr/2019-10-01/20191005-099.jpg""><br> <img src=""https://img.mdeco.kr/2019-10-01/20191005-100.jpg""><br> <img src=""https://img.mdeco.kr/2019-10-01/20191005-101.jpg""><br> <img src=""https://img.mdeco.kr/2019-10-01/20191005-102.jpg""><br> <img src=""https://img.mdeco.kr/2019-10-01/20191005-103.jpg""><br> <img src=""https://img.mdeco.kr/2019-10-01/20191005-104.jpg""><br> <img src=""https://img.mdeco.kr/2019-10-01/20191005-105.jpg""><br> <img src=""https://img.mdeco.kr/2019-10-01/20191005-106.jpg""><br> <img src=""https://img.mdeco.kr/2019-10-01/20191005-155.jpg""><br> <img src=""https://img.mdeco.kr/2019-10-01/20191005-156.jpg""><br> <br> <img src=""https://img.mdeco.kr/1-8image/e2-flower.jpg""><br> <br><img src=""https://img.mdeco.kr/0-thereals/jeranyoom.jpg""><br> <img src=""https://img.mdeco.kr/1-8image/all.jpg""><br>",1570255140702i0.jpg,1570255140469s0.jpg,157025514019m0.jpg,1570255140552l0.jpg,,0000-00-00,1,0,,single,,^^107000^108000^0^0^14800^0,색상(Color)^o,색상(Color)^뷰티^0|색상(Color)^LT퍼플^0|색상(Color)^LT핑크^0|색상(Color)^레드 - 품절^0|색상(Color)^화이트^0|색상(Color)^프레쉬^0,,,,,,,,1,,,SUN534,N,0,,,,,0000-00-00,0000-00-00,0000-00-00,,0,,,,,img_i,img_s,img_m,img_l,0,0,0,0,,가짜꽃|조화꽃|인테리어|카페꾸미기|축하|인조꽃|꽃다발|졸업식|입학식|성묘조화,,,Y,0,0,,N,Y
